Date,Code,Type,Category,Details,Amount
10/14/2024,POS,Expenses,Groceries,Groceries - Walmart,25.41
10/14/2024,POS,Expenses,Groceries,Groceries - Walmart,1.88
10/14/2024,POS,Expenses,Dining Out,Got coffee,7.5
10/15/2024,POS,Expenses,Dining Out,Went to Wendy's,10.09
10/15/2024,POS,Expenses,Dining Out,Got coffee,6.5
10/15/2024,POS,Expenses,Gas & Misc.,Gas,60
10/15/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1113.62
10/16/2024,POS,Expenses,Gas & Misc.,Gas,50
10/16/2024,POS,Expenses,Gas & Misc.,Gas,29.58
10/16/2024,POS,Expenses,Dining Out,Went to Burger King,5.71
10/16/2024,POS,Expenses,Gas & Misc.,Gas,30
10/17/2024,POS,Expenses,Gifts,"Bought Jane Chocolate from Boulder, CO",44.44
10/17/2024,POS,Expenses,Dining Out,Ate at Costco,3.24
10/18/2024,POS,Expenses,Gas & Misc.,Gas,40
10/18/2024,POS,Expenses,Dining Out,Went to In N Out Burger,10.62
10/18/2024,POS,Expenses,Recreation,Bought CSU track uniforms,43.22
10/18/2024,POS,Expenses,Dining Out,Venmo for Rolling Smoke in Denver (Mitchell Thomas),58
10/19/2024,POS,Expenses,Recreation,Bought frolf disc,10.81
10/19/2024,POS,Expenses,Gifts,Bought gag gift for family Christmas,32.01
10/19/2024,POS,Expenses,Gas & Misc.,Gas,54
10/20/2024,POS,Expenses,Gas & Misc.,Gas,50
10/20/2024,POS,Expenses,Gas & Misc.,Gas,21
10/20/2024,POS,Expenses,Gas & Misc.,Gas,12.7
10/21/2024,POS,Expenses,Education/Training,ChatGPT Premium,21.24
10/23/2024,POS,Expenses,Recreation,Bought stuff at T.J. Maxx,14.84
10/23/2024,POS,Expenses,Groceries,Groceries - Walmart,46.63
10/24/2024,POS,Expenses,Groceries,Groceries - GroceryMart,23.37
10/24/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),17
10/25/2024,ACH,Savings,Big Savings Bank,Transfer to savings,1000
10/25/2024,POS,Expenses,Recreation,Bought pumpkins at Runnings,10.62
10/25/2024,POS,Expenses,Groceries,Groceries - Walmart,10.56
10/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
10/25/2024,POS,Expenses,Recreation,Bought Halloween costumes,32.9
10/26/2024,POS,Expenses,Groceries,Groceries - Walmart,16.78
10/28/2024,POS,Expenses,Gas & Misc.,Plates and registration for (2003 Ford F-150),1743.73
10/28/2024,POS,Expenses,Gas & Misc.,Gas,50
10/28/2024,DEP,Income,Deposit Other,Venmo cashout,40.56
10/28/2024,POS,Expenses,Recreation,Venmo for Poker Night (Veronica Vermont),10
10/29/2024,POS,Expenses,Education/Training,"Venmo for Praying Like Monks, Living Like Fools (Beliver Church)",5
10/29/2024,POS,Expenses,Dining Out,Venmo for Tropical Smoothie (Jane Doe),5
10/29/2024,POS,Expenses,Dining Out,Venmo for Tropical Smoothie (Jane Doe),0.99
10/29/2024,POS,Expenses,Recreation,Took small group bowling,47
10/30/2024,POS,Expenses,Groceries,Groceries - Walmart,30.39
10/30/2024,POS,Expenses,Dining Out,Went to Culver's,15.31
10/31/2024,POS,Expenses,Groceries,Groceries - Costco,41.91
10/31/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1608.86
10/31/2024,DEP,Income,Deposit Other,Venmo cashout,5.98
10/31/2024,POS,Expenses,Dining Out,Venmo for Tropical Smoothie (Emily Johnson),8
10/31/2024,POS,Expenses,Recreation,Venmo for haunted house (Jane Doe),13
10/31/2024,POS,Expenses,Dining Out,Went to Qdoba,13.83
10/31/2024,POS,Expenses,Dining Out,Went to Qdoba,13.83
11/1/2024,DEP,Income,Deposit Other,Venmo cashout,56
11/2/2024,POS,Expenses,Dining Out,Went to Coffee Town,6.35
11/3/2024,POS,Expenses,Groceries,Groceries - Walmart,7.22
11/3/2024,POS,Expenses,Other,Bought Cups for Grandparent's 50th anniversary party,4.25
11/4/2024,ACH,Income,Transfer from Savings,Transfer from Big Savings Bank,1000
11/4/2024,POS,Expenses,Car Payment,Car Payment (November 2024),1009
11/5/2024,ACH,Income,Transfer from Savings,Transfer from Big Savings Bank,1000
11/5/2024,POS,Expenses,Rent,Rent (October 2024),290
11/5/2024,POS,Expenses,Groceries,Groceries - Walmart,5.06
11/6/2024,POS,Expenses,Dining Out,Went to Coffee Town,7.79
11/7/2024,POS,Expenses,Groceries,Groceries - GroceryMart,9
11/7/2024,POS,Expenses,Groceries,Groceries - GroceryMart,4
11/7/2024,POS,Expenses,Recreation,Bought stuff at T.J. Maxx,24.17
11/7/2024,POS,Expenses,Dining Out,Went to Coffee Town,4.21
11/7/2024,POS,Expenses,Utilities,Utilities (October 2024),90.75
11/7/2024,POS,Expenses,Gas & Misc.,Transfer to Dad for car insurance,731
11/9/2024,POS,Expenses,Dining Out,Bought food at gas station,11.74
11/9/2024,POS,Expenses,Fitness,Lactic Gym Hot Yoga,15.93
11/9/2024,POS,Expenses,Gas & Misc.,Gas,55.64
11/9/2024,POS,Expenses,Gas & Misc.,Gas,50
11/10/2024,POS,Expenses,Gas & Misc.,Gas,58.85
11/10/2024,POS,Expenses,Recreation,Bought stuff at T.J. Maxx,74.33
11/10/2024,POS,Expenses,Groceries,Groceries - Costco,23.35
11/12/2024,POS,Expenses,Gas & Misc.,Gas,15
11/12/2024,POS,Expenses,Gas & Misc.,Oil change,105.11
11/13/2024,POS,Expenses,Groceries,Groceries - Walmart,56.71
11/15/2024,POS,Expenses,Health Care,Got medicine,21.23
11/15/2024,POS,Expenses,Health Care,Got medicine,1.88
11/15/2024,POS,Expenses,Health Care,Got medicine,11.67
11/15/2024,POS,Expenses,Groceries,Groceries - GroceryMart,25
11/15/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,350.24
11/16/2024,POS,Expenses,Recreation,Went bowling,18
11/16/2024,POS,Expenses,Dining Out,Went to Coffee Town,3.71
11/16/2024,POS,Expenses,Gifts,Bought Jessi Doe Coffee,19.3
11/17/2024,POS,Expenses,Gas & Misc.,Got a car wash,16.99
11/17/2024,POS,Expenses,Groceries,Groceries - Walmart,5.31
11/17/2024,POS,Expenses,Other,Bought socket set at Lowe's,74.32
11/18/2024,POS,Expenses,Gas & Misc.,Gas,50
11/19/2024,POS,Expenses,Groceries,Groceries - Walmart,18.27
11/19/2024,DEP,Income,Deposit Other,First Money Bank Rewards,75
11/20/2024,POS,Expenses,Groceries,Groceries - Walmart,33.35
11/20/2024,DEP,Income,Deposit Other,Refund fro Lowe's for socket set,74.32
11/20/2024,POS,Expenses,Dining Out,Went to Culver's,4.81
11/21/2024,POS,Expenses,Education/Training,ChatGPT Premium,21.24
11/21/2024,DEP,Income,Deposit Other,Venmo cashout,34.81
11/21/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,300
11/22/2024,POS,Expenses,Groceries,Groceries - GroceryMart,7
11/22/2024,POS,Expenses,Groceries,Groceries - Walmart,6.07
11/22/2024,POS,Expenses,Groceries,Groceries - Walmart,2.53
11/23/2024,POS,Expenses,Gas & Misc.,Got a car wash,28.67
11/23/2024,POS,Expenses,Groceries,Groceries - Target,38.19
11/23/2024,POS,Expenses,Dining Out,Went to Poke Bowls,27.85
11/24/2024,POS,Expenses,Recreation,Bought Charles Wesley Godwin tickets,60.36
11/24/2024,POS,Expenses,Groceries,Groceries - Walmart,1.93
11/24/2024,POS,Expenses,Gas & Misc.,Undercoated 2003 Ford F-150,318.59
11/25/2024,POS,Expenses,Groceries,Groceries - GroceryMart,6
11/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
11/25/2024,POS,Expenses,Dining Out,Went to Culver's,4.81
11/25/2024,DEP,Income,Deposit Other,Venmo cashout,14.03
11/25/2024,POS,Expenses,Dining Out,Venmo for cookie (Jane Doe),5
11/26/2024,POS,Expenses,Dining Out,Went to Qdoba,11.42
11/26/2024,POS,Expenses,Dining Out,Went to Qdoba,10.67
11/27/2024,POS,Expenses,Recreation,Bought Zach Bryan shirt,64.79
11/27/2024,POS,Expenses,Health Care,Got medicine,3.32
11/27/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,12.67
11/27/2024,POS,Expenses,Gas & Misc.,Gas,50
11/27/2024,POS,Expenses,Gas & Misc.,Gas,30
11/29/2024,POS,Expenses,Recreation,Bought Ticket To Ride board game,21.23
11/29/2024,POS,Expenses,Gifts,Bought Andrew Christmas present,21.19
11/29/2024,POS,Expenses,Recreation,Bought new shoes,119.45
11/29/2024,POS,Expenses,Gifts,Bought Dad's Christmas gift,127.4
11/29/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1275.3
11/29/2024,DEP,Income,Transfer from Other,Transfer from Dad,350
11/30/2024,POS,Expenses,Gifts,Bought Sean's Christmas gift,13.12
12/1/2024,POS,Expenses,Groceries,Groceries - GroceryMart,38
12/1/2024,POS,Expenses,Gas & Misc.,Gas,50
12/2/2024,POS,Expenses,Groceries,Groceries - GroceryMart,16.42
12/2/2024,POS,Expenses,Groceries,Groceries - Walmart,43.83
12/2/2024,POS,Expenses,Dining Out,Got coffee,1.06
12/2/2024,DEP,Income,Deposit Other,Venmo cashout,70.76
12/3/2024,POS,Expenses,Rent,Rent (November 2024),290
12/3/2024,POS,Expenses,Recreation,Went to the movies,5
12/4/2024,POS,Expenses,Gifts,Bought Mom's Christmas gift,418.35
12/4/2024,POS,Expenses,Gas & Misc.,Gas,50
12/5/2024,POS,Expenses,Dining Out,Went to Panera,36.81
12/5/2024,DEP,Income,Deposit Other,Venmo cashout,6
12/5/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),15
12/6/2024,POS,Expenses,Groceries,Bought drink at gas station,3.39
12/6/2024,DEP,Income,Deposit Other,Venmo cashout,15
12/6/2024,POS,Expenses,Groceries,Groceries - GroceryMart,3.71
12/6/2024,POS,Expenses,Fitness,Lactic Gym Hot Yoga,15.93
12/7/2024,POS,Expenses,Groceries,Groceries - Walmart,8.3
12/7/2024,POS,Expenses,Groceries,Bought food at gas station,6.39
12/9/2024,POS,Expenses,Recreation,Bought AC/DC tickets,460.98
12/9/2024,POS,Expenses,Gifts,Bought Jessi Doe Coffee,26
12/9/2024,POS,Expenses,Recreation,Bought ugly Christmas sweaters for the house Christmas card,62.41
12/9/2024,DEP,Income,Transfer from Savings,Transfer from Big Savings Bank,300
12/9/2024,POS,Expenses,Utilities,Utilities (November 2024),85.34
12/9/2024,POS,Expenses,Car Payment,Car Payment (December 2024),500
12/9/2024,DEP,Income,Deposit Other,Cashed check for Chruch small group refund,47
12/10/2024,DEP,Income,Deposit Other,Venmo cashout,31.5
12/11/2024,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),9
12/11/2024,POS,Expenses,Groceries,Groceries - Walmart,14.15
12/11/2024,POS,Expenses,Groceries,Bought food at gas station,6.26
12/11/2024,POS,Expenses,Groceries,Bought food at gas station,2.43
12/11/2024,POS,Expenses,Gas & Misc.,Gas,50
12/11/2024,POS,Expenses,Dining Out,Got coffee,8.62
12/12/2024,POS,Expenses,Other,Bought stamps,52.57
12/12/2024,DEP,Income,Deposit Other,Refund for stamps,35.05
12/12/2024,POS,Expenses,Recreation,the house Christmas Cards,59.98
12/12/2024,DEP,Income,Deposit Other,Refund for Tyler's ugly Christmas sweater,26.54
12/12/2024,DEP,Income,Deposit Other,Refund for envelopes,9.01
12/13/2024,POS,Expenses,Groceries,Groceries - Walmart,7.29
12/13/2024,POS,Expenses,Dining Out,Got coffee,6.27
12/13/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1546.55
12/13/2024,POS,Expenses,Dining Out,Venmo for Ice Cream (Jane Doe),4
12/13/2024,POS,Expenses,Dining Out,Venmo for Qdoba (Jane Doe),16
12/14/2024,POS,Expenses,Gifts,Bought Nick Hartman Christmas gift,47.79
12/15/2024,POS,Expenses,Groceries,Groceries - GroceryMart,4
12/15/2024,POS,Expenses,Groceries,Groceries - Walmart,3.37
12/16/2024,DEP,Income,Deposit Other,Venmo cashout,16.73
12/16/2024,DEP,Income,Deposit Other,Venmo cashout,41.71
12/16/2024,POS,Expenses,Dining Out,Venmo for Hy Chi (Jane Doe),6
12/16/2024,POS,Expenses,Gifts,Venmo for Chruch White Elephant Gift (John Doe),12
12/16/2024,POS,Expenses,Gifts,Venmo for Chruch White Elephant Gift (John Doe),8
12/16/2024,POS,Expenses,Haircuts,Haircut,25.18
12/16/2024,POS,Expenses,Gas & Misc.,Got a car wash,13.75
12/17/2024,POS,Expenses,Gifts,Bought Christmas present,31.85
12/17/2024,POS,Expenses,Dining Out,Ate at taco John's,13.05
12/17/2024,POS,Expenses,Dining Out,Went to Guad's with Jane,35.71
12/17/2024,POS,Expenses,Groceries,Groceries - Walmart,10.62
12/18/2024,POS,Expenses,Groceries,Groceries - GroceryMart,7
12/18/2024,POS,Expenses,Dining Out,Went to Insomnia Cookies with Jane,10.66
12/18/2024,POS,Expenses,Dining Out,Got coffee,6.84
12/19/2024,POS,Expenses,Gifts,Mailed Lucas his Christmas present,22.32
12/19/2024,POS,Expenses,Groceries,Groceries - GroceryPlus,5.62
12/19/2024,POS,Expenses,Gas & Misc.,Gas,50
12/19/2024,POS,Expenses,Gifts,Bought Dan Doe Christmas gift,35
12/21/2024,POS,Expenses,Dining Out,Went to Cinnabon,3.49
12/21/2024,POS,Expenses,Gifts,Bought wrapping paper,9.55
12/21/2024,POS,Expenses,Gifts,Bought Ella Doe's Christmas present,22.51
12/21/2024,POS,Expenses,Groceries,Groceries - Walmart,4.16
12/21/2024,POS,Expenses,Education/Training,ChatGPT Premium,21.24
12/22/2024,POS,Expenses,Fitness,Hot Yoga,19.12
12/22/2024,POS,Expenses,Gifts,Bought Mom's Christmas gift,50
12/22/2024,POS,Expenses,Gifts,Bought Dad's Christmas gift,46.54
12/22/2024,POS,Expenses,Gifts,Bought white elephant gift for Jane's family Christmas (Jeans),18.34
12/22/2024,POS,Expenses,Gas & Misc.,Gas,13
12/22/2024,POS,Expenses,Gifts,Bought Jane's Christmas present,15.89
12/23/2024,POS,Expenses,Gas & Misc.,Gas,50
12/23/2024,POS,Expenses,Dining Out,Went to Juice Stop,19.84
12/23/2024,POS,Expenses,Gifts,Bought Jane's Christmas present,12.74
12/23/2024,DEP,Income,Deposit Other,Venmo cashout,3.15
12/23/2024,POS,Expenses,Gifts,Venmo for Mom's Christmas gift (Jane Doe),30
12/25/2024,POS,Expenses,Apple Music,Apple Music,6.36
12/27/2024,POS,Expenses,Recreation,Got pedicure with Jane,100.96
12/27/2024,POS,Expenses,Groceries,Groceries - Walmart,2.09
12/27/2024,POS,Expenses,Gas & Misc.,Gas,20
12/29/2024,POS,Expenses,Gifts,Bought Christmas present,27.6
12/29/2024,POS,Expenses,Gifts,Bought Emily Johnson Christmas Gift,20.33
12/29/2024,POS,Expenses,Recreation,Bought Ego Is The Enemy book,18.92
12/29/2024,POS,Expenses,Dining Out,Went to JL Beers with Peyton Gleason,38.12
12/29/2024,POS,Expenses,Gas & Misc.,Got a car wash,10
12/29/2024,POS,Expenses,Gas & Misc.,Gas,59
12/30/2024,POS,Expenses,Health Care,Happy Health Hospital Health bill,80
12/30/2024,POS,Expenses,Groceries,Bought stuff at Fleet Farm,14.72
12/30/2024,POS,Expenses,Dining Out,Went to Poke Bowls,13.93
12/30/2024,POS,Expenses,Gifts,Venmo for Sean and Victoria's Christmas gift (Jane Doe),34
12/30/2024,DEP,Income,Deposit Other,Venmo cashout,58
12/30/2024,DEP,Income,Deposit Other,Venmo cashout,9
12/31/2024,DEP,Income,Deposit ONE,BusinessCorp Paycheck,1215
1/1/2025,POS,Expenses,Recreation,Bought stuff at T.J. Maxx,27.58
1/3/2025,POS,Expenses,Fitness,Bought a Lactic Gym membership,246.12
1/3/2025,POS,Expenses,Utilities,Utilities (November 2024),107.8
1/5/2025,POS,Expenses,Gas & Misc.,Gas,50
1/6/2025,POS,Expenses,Other,Vet bill,159.88
1/6/2025,DEP,Income,Deposit Other,Transfer from Dad,156
1/6/2025,POS,Expenses,Rent,Rent (December 2024),290
1/6/2025,POS,Expenses,Car Payment,Car Payment (January 2024),150
1/8/2025,POS,Expenses,Recreation,Bought Hitch Cover,72.49
1/8/2025,POS,Expenses,Fitness,Hot Yoga,19.12
1/12/2025,POS,Expenses,Groceries,Groceries - GroceryMart,33.37
1/13/2025,POS,Expenses,Groceries,Groceries - Walmart,23.84
1/13/2025,POS,Expenses,Groceries,Bought food at gas station,2.43
1/14/2025,POS,Expenses,Groceries,Groceries - GroceryMart,2.32
1/14/2025,POS,Expenses,Gas & Misc.,Bought new car battery,345.39
1/14/2025,DEP,Income,Deposit Other,Refund from Advanced Auto Parts,23.36
1/14/2025,POS,Expenses,Other,Bought tools,71.11
1/15/2025,DEP,Income,Deposit ONE,BusinessCorp Paycheck,819.49
1/16/2025,DEP,Income,Deposit Other,First Money Bank Rewards,100
1/16/2025,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),6.5
1/16/2025,POS,Expenses,Groceries,Venmo for groceries (Jane Doe),3
1/17/2025,POS,Expenses,Dining Out,Venmo for smoothie (Jane Doe),7
1/18/2025,POS,Expenses,Groceries,Groceries - Walmart,15.85
1/18/2025,POS,Expenses,Dining Out,Got coffee,3.71
1/19/2025,POS,Expenses,Groceries,Groceries - GroceryMart,30.99
1/19/2025,POS,Expenses,Groceries,Groceries - Walmart,46.43
1/19/2025,POS,Expenses,Dining Out,Went to Culver's,12.74
1/20/2025,POS,Expenses,Dining Out,Got coffee,2.94
1/20/2025,POS,Expenses,Groceries,Groceries - Costco,25.48
1/21/2025,POS,Expenses,Education/Training,ChatGPT Premium,21.24
1/21/2025,POS,Expenses,Gifts,Bought Jane Doe a Bible,47.78
1/21/2025,DEP,Income,Deposit Other,Venmo cashout,7
1/22/2025,POS,Expenses,Dining Out,Went to Culver's,8.98
1/23/2025,POS,Expenses,Groceries,Groceries - GroceryMart,5.33
1/23/2025,POS,Expenses,Recreation,Bought stuff at T.J. Maxx,29.71
1/23/2025,POS,Expenses,Groceries,Groceries - Walmart,26.76
1/23/2025,DEP,Income,Deposit Other,Venmo cashout,6
1/24/2025,DEP,Income,Deposit Other,Venmo cashout,26
1/25/2025,POS,Expenses,Apple Music,Apple Music,6.36
1/25/2025,POS,Expenses,Dining Out,Went to Cubby's,18.17
1/26/2025,POS,Expenses,Gas & Misc.,Gas,50
1/26/2025,POS,Expenses,Other,Bought Mom Starbucks,7.13
1/27/2025,POS,Expenses,Gas & Misc.,Got a car wash,13.81
1/27/2025,DEP,Income,Deposit Other,Transfer from Dad,300
1/27/2025,POS,Expenses,Dining Out,Venmo for groceries (Jane Doe),2
1/27/2025,POS,Expenses,Recreation,Venmo for spring break housing (John Doe),36.43
1/27/2025,POS,Expenses,Recreation,Venmo for spring break housing (John Doe),289.87
1/28/2025,POS,Expenses,Groceries,Groceries - Walmart,31.98
1/29/2025,POS,Expenses,Groceries,Groceries - GroceryMart,3.15
1/29/2025,POS,Expenses,Groceries,Groceries - GroceryMart,1.05
1/30/2025,DEP,Income,Deposit ONE,BusinessCorp Paycheck,2902.11
